scores	doc_id	relevant	text
1.2191837	505	no	"transition measurements on cones in free flight ballistics
range tests .
  navy-sponsored experimental investigation of the location of
boundary-layer transition on sharp-nosed cones having 10 total
angles .  the ambient temperature in a portion of the aeroballistics
range is varied so as to obtain different adiabatic recovery
temperatures at a constant nominal mach number of 3.1 .  the location
of transition is expressed as a transition reynolds number, and
results are presented graphically as a function of the ratio between
the wall temperature and the adiabatic recovery temperature ."
1.2193942	914	no	"transtability flutter of supersonic aircraft panels .
for certain aero-elastic configurations it is possible to ascertain
critical flutter conditions from static considerations alone .  the
idea is simply one of negation..  when the air speed exceeds a certain
value statically stable equilibrium - and sometimes equilibrium itself
take place .  there are times when the dynamics of a situation are
complex enough to defy a tractable analysis .  the value of being able
to indicate a flutter criterion from the simpler statics is clear .
we will suppose flutter begins when some critical value of the air
speed (or some parameter simply related the to) is exceeded .  here
we will show that there is a critical value which, when exceeded,
precludes static equilibrium .  underlying our work is the premise
that these two critical values are the same .  this assumption begs
discussion .
we will call the lowest value of our air speed parameter to preclude
statically stable equilibrium of the system the transtability value .
in some cases, excess of this value will ban all possibility of
static equilibrium - stable or not., we will then call it a strong
transtability value ."
1.2204224	982	no	"the temperature history in a thick skin subjected to laminar heating
during entry into the atmosphere .
during high speed entry into the earth's atmosphere, a vehicle can be
afforded thermal protection for the short period of entry heating by a
thick outer skin, sometimes called a /heat sink/ . the temperature
distribution in such a heat sink has been found by integrating the
product of the laminar aerodynamic heating rate and the appropriate
green's function for a finite-thickness wall over the generalized
trajectory for a vehicle entering the earth's atmosphere at high speeds
dimensional heat conduction problem for laminar heating . the maximum
surface temperature that occurs during the generalized entry trajectory
for any combination of wall thickness and thermal properties is obtained
from which the performance of any material can be found, provided that
the average thermal properties may be used . as an example of the use of
 the solution, the performance of copper, graphite, molybdenum and
tungsten are compared ."
1.2221524	294	no	"an investigation of laminar transitional and turbulent
heat transfer on blunt-nosed bodies in hypersonic flow .
  laminar, transitional, and turbulent heating rates have been
measured by means of the shrouded model technique .  the
reynolds number was varied over a ninefold range,. the enthalpy
ratio (stagnation to wall) varied from 2.3 to approximately 1.5 .
two different pressure distributions were imposed on the model
which consisted of a spherically capped cone .
  the experimental data are compared to the laminar hypersonic
boundary-layer theory and shown to be in good agreement on the
conical portion of the model .  on the spherical portion the data
are approximately 20 per cent higher than the theoretical
prediction .  some of this discrepancy can be attributed to radiation to
the nose of the model .
  the fully developed turbulent heat-transfer data are compared
to two theories ..  (1) a relatively simple turbulent theory which is
based on recent theoretical work and which takes into account
the upstream history of the boundary layer, and (2) the flat-plate
reference-enthalpy theory, which depends on only /local/
conditions .  although both theories are in reasonable agreement with
the data, the latter method is simpler and somewhat more
accurate .
  for transitional flow the theory mentioned first can be readily
modified in order to permit reasonable estimates of transitional
heat transfer to be obtained .  on this basis it is possible to
estimate laminar, transitional, and fully developed turbulent heat
transfer under hypersonic blunt-body conditions .
  the behavior of transition reynolds number based on
momentum thickness is also discussed and shown to be in quantitative
agreement with recent shock-tube measurements ."
1.2276977	685	no	"aerodynamic effects of some configuration variables
on the aeroelastic characteristics of lifting surfaces
at mach numbers from 0. 7 to 6. 86 .
  results of flutter tests on
some simple all-movable-control-type
models are given .  one set of models,
which had a square planform with
double-wedge airfoils with four
different values of leading- and
trailing-edge radii from 0 to 6 percent chord
and airfoil thicknesses of 9, 11,
at mach numbers from 0.7 to 6.86 .
the bending-to-torsion frequency
ratio was about 0.33 .  the other set of
models, which had a tapered planform
with single-wedge and double-wedge
airfoils with thicknesses of 3, 6, 9,
and 12 percent chord, was tested
at mach numbers from 0.7 to 3.98 and
a frequency ratio of about 0.42 .
  the tests indicate that, in general,
increasing thickness has a
destabilizing effect at the higher mach
numbers but is stabilizing at
subsonic and transonic mach numbers .
double-wedge airfoils are more
prone to flutter than single-wedge
airfoils at comparable stiffness
levels .  increasing airfoil bluntness
has a stabilizing effect on the
flutter boundary at supersonic speeds
but has a negligible effect at
subsonic speeds .  however, increasing
bluntness may also lead to
divergence at supersonic speeds .
  results of calculations using
second-order piston-theory aerodynamics
in conjunction with a coupled-mode
analysis and an uncoupled-mode analysis
are compared with the experimental
results for the sharp-edge airfoils at
supersonic speeds .  the uncoupled-mode
analysis more accurately predicted
the flutter characteristics of the
tapered-planform models, whereas the
coupled-mode analysis was somewhat
better for the square-planform models .
for both the uncoupled- and coupled-mode
analyses, agreement with the
experimental results improved with
increasing mach number .  in general,
both methods of analysis gave unconservative
results with respect to the
experimental flutter boundaries ."
1.2294879	499	no	"a closed-form solution for the oscillations of a vehicle
entering a planetary atmosphere .
  author considers the equation of the yawing motion of a missile,
derived with a series of customary assumptions and with the
distance traveled as the independent variable .  his assumptions
include the linearity of the aerodynamic forces, the constancy of the
aerodynamic coefficients with respect to mach number, the
absence of spin, and the absence of gravity .  if to these assumptions
one could add the common ballistic assumption of a constant air
density, the coefficients of this equation would have been
con-damped sinusoids .  in ballistics any slow variation of these
coefstant, and the solution would have been simply the
exponentially-ficients is usually treated by adding an approximate correction
term to the damping rate (which is spoken of as the wkb
perturbation) .  however, with a body entering the planetary atmosphere the
variation of the air density is apparently of greater essence (this
is a point not stated explicitly in this brief communication), and
the equation is of the type .
the author shows that with a series of further transformations
the equation can be reduced to the form
the solutions of which are confluent
hypergeometric functions .  these functions are defined as series
involving gamma functions, and with a series of further assumptions
can be reduced to laguerre polynomials and bessel functions .
  it is certainly nice to have an exact solution to a problem which
has heretofore been extensively treated by approximations and by
the numerical approach .  this reviewer is puzzled, however, as to
the practical significance of the proposed approach .  an
idealization is of value in that it facilitates our understanding,. and the
numerical approach, in that it allows refinements of the problem,
freeing us from the necessity of idealizing .  but the proposed
solution is certainly more difficult to refine than the original
problem,. and it is certainly not simple (the solution of the original
equation is not the value of z, but the various /reverse/
transformations of z) .  an evaluation of a series in practice must compete
with the numerical approach,. and the equation suggested is of the
zero) .  viewing the problem /afresh/ (in the light of the /
computer revolution/ and without the constraints imposed by the prior
art), it seems at least equally easy to /standardize/ the
solutions of the original equation ."
1.2304282	31	yes	"thermal buckling of supersonic wing panels .
  the temperature and thermal stress distributions are analyzed
in multicellular supersonic wing structures .  a buckling criterion
is established for the panels of cover plates subjected to thermal
stresses ."
1.2309768	1188	no	"factors affecting lift-drag ratios at mach numbers
from 5 to 20 .
  yawed-cone working charts and an engineering
method are presented and used to calculate
lift-drag ratios of flat-top conical wing-body
arrangements at mach numbers from 5 to 20 .
viscous interaction effects are considered, but
bluntness effects are neglected .  correlations
of wind-tunnel data in the range
show that boundary layer
displacement corrections to surface pressure and skin
friction are required to calculate lift-drag ratios
by this method whenever
is greater than 0.2 .  is the freestream mach
number and is the freestream reynolds
number based on body length .  double- and
single-type shock patterns, transition from one
pattern to the other, and the variation of inner-shock
position with angle of attack are described .
lift-drag ratios are calculated at selected flight
design points for flat-top, conical body
arrangements with triangular and hyperbolic wing
planforms .  the hyperbolic wing arrangement
offers a potential l d benefit at mach 5 but
not at mach 10 or above ."
1.2320303	390	no	"some panel-flutter studies using piston theory .
  the use of piston theory was recently advocated for
supersonic aeroelastic analyses, including the problem of panel flutter,
and this has stimulated the investigation reported here .
  linear piston theory is mainly considered, but some effects of
introducing higher order terms are discussed .
  flutter of rectangular simply supported panels and of
elliptically shaped clamped-edge panels is considered, and some
justification is provided for the use of /static/ aerodynamic forces
and the neglect of aerodynamic damping .  hence, it is concluded
that ackeret loading gives more exact results than piston theory .
  solution of the flutter equations is made by applying galerkin's
method to a rayleigh-type analysis using assumed modes of
deformation ."
1.2350254	86	no	"inviscid-incompressible flow theory of static peripheral
jets in proximity to the ground .
  an /exact/ flow theory of peripheral jets issuing
symmetrically from a hovering aerial-ground vehicle is presented .  the
theory is exact insofar as no simplifying assumptions have been
made in obtaining a solution of the governing inviscid,
two-dimensional hydrodynamical flow equations .  the results are
valid for all jet thickness vehicle height ratios .  the limit of
applicability of existing theories (very low thickness height
ratios) are defined .  jet reaction, lift, and power coefficients for
static conditions are introduced and computed .  lift
augmentation and lift power ratios are also calculated .
  applications to three-dimensional vehicles with rotational
symmetry are indicated ."
1.2375622	1289	no	"numerical technique to lifting surface theory for calculation
of unsteady aerodynamic forces due to continuous sinusoidal
gusts on several wing planforms at sobsonic speeds .
  a numerical lifting-surface method has
been used to calculate direct gust
forces and moments on wings of several
planforms .  the gust velocities are
continuous and vary sinusoidally in the stream
direction and are also uniform across
the wing span .  the procedure has the
advantage of rapid machine calculation and
includes the effects of wing planform,
nonsteady subsonic flow, and induced flow
effects .  the method provides for calculation
of gust forces on a basis
consistent with that for the calculation of forces
due to motion and deformation .  the
results include the in-phase and quadrature
components of the following
quantities ..  (a) spanwise distribution of
section lift coefficient, (b) total
lift coefficient, and (c) total pitching-moment
coefficient .  in addition,
generalized gust forces on approximate fundamental
cantilever bending modes (
parabolic) are also included .  results have been
obtained for 60 and 75 delta wings,
ratio 11.60, and an unswept wing of aspect
ratio 6.00 .  conditions for which
calculations were made include two mach numbers
reduced-frequency range of 0 to 1.0 .  the
direct gust forces and moments are in
forms suitable to be inserted in equations
of motion used in the calculation of
the dynamic responses of flexible lifting
vehicles to random turbulence and to be
compared with results from other methods ."
1.2376876	919	no	"theoretical studies of unsteady transonic flow . part iii . the
oscillating low aspect ratio rectangular wing .
by expanding the velocity potential in an asymptotic series, the
aerodynamic forces on an oscillating low aspect ratio rectangular wing are
calculated . the approximate theory is valid for small values of ko /o
semi-span-to-chord ratio,. k reduced frequency/ and complements an
earlier low-aspect-ratio-wing theory by the author valid only for
pointed wings like delta wings . the present report gives formulas for
the calculation of generalized forces for any smooth, flexible or rigid
mode of oscillation with spanwise symmetry .
comparisons with the slender-wing theory show that, except for wings of
very low aspect ratio, unsteady-flow effects are appreciable even at
fairly low reduced frequencies . near the upper limit in ko for the
applicability of the present theory good agreement is obtained with a
recent theory for high aspect ratios ."
1.2383118	1258	no	"heat transfer, recovery factor and pressure distributions
around a circular cylinder normal to a supersonic rarefied
air stream .
  measurements of the heat transfer, recovery factor, and
pressure distributions around a circular cylinder normal to a
supersonic rarefied-air stream (total temperature 300 k.)
are described for the mach number range of 1.3 to 5.7, the
reynolds number range of 37 to 4,100 and at cylinder wall
average temperature levels of 90 k. and 210 k .  study of the
results yielded ..  (1) a correlation equation for the
stagnation-point nusselt number as a function of the reynolds number just
after the normal part of the detached bow shock wave,. and (2)
fourier series expressions for the heat-transfer coefficient and
pressure coefficient distributions in terms of the stagnation point
values .
  in comparing these measurements with predictions based on
recent analytical studies, exceptionally good agreement for the
heat-transfer coefficient distribution was obtained with lees'
theory .  in the mach number range of 3.55 to 5.73 the
pressure decreased less rapidly with distance from the stagnation point
than predicted by the modified newtonian theory ."
1.2412362	1106	no	"free-flight observation of a separated turbulent flow
including heat transfer up to mach 8. 5.
  a turbulent boundary layer separated
by a forward-facing step was
observed on the cylindrical portion
of a hemisphere-cone-cylinder test
vehicle .  tip blunting, producing a
shear flow, was found to induce
higher pressures on the cylindrical
portion than were predicted from
ballistic tunnel data of unblunted projectiles .
an approximate method for
predicting this blunt-body pressure
distribution was hypothesized .  these
findings, along with the hypothesis,
were substantiated by a wind tunnel
test of a similar body .  the peak pressure
ratios of the separation were
smaller in magnitude than flat plate
theory predicted because of the
effect of the shear flow .  the decrement
in heating of the separated
flow, relative to the corresponding
attached flow, was found to compare
well with the expected results ."
1.2413678	1290	no	"measured and calculated subsonic and transonic flutter
characteristics of a 45 sweptback wing planform in
air and in freon-12 in the langley transonic dynamics
tunnel .
  in order to investigate the
reliability of flutter data measured
in the langley transonic dynamics
tunnel, an experimental and theoretical
subsonic and transonic flutter study
has been conducted in air and in
freon-12 in this facility .  the wing
planform employed had an aspect
ratio of 4.0, a taper ratio of 0.6,
and 45 of quarter-chord sweepback .
a sting-mounted full-span model was
tested in addition to three sizes of
wall-mounted semispan models .  a wide
range of mass ratio was covered by
the tests in air and by flutter
calculations made by the modified
strip-analysis method of naca research
memorandum l57l10 .  a limited amount of
data was obtained in freon-12 .
  results of the tests in air
and in freon-12 are in good agreement
with the flutter calculations at
all mach numbers .  the test data
compare favorably with previously
published transonic flutter data for the
same wing planform .  the results
indicate that flutter characteristics
obtained in freon-12 may be interpreted
directly as equivalent flutter
data in air at the same mass ratio and mach number ."
1.2414092	716	no	"study of the oscillatory motion of manned vehicles
entering the earth's atmosphere .
  an analysis is made of the oscillatory
motion of vehicles which
traverse arbitrarily prescribed trajectories
through the atmosphere .
expressions for the oscillatory motion
are derived as continuous functions
of the properties of the trajectory .
  results are applied to a study of
the oscillatory behavior of re-entry
vehicles which have decelerations that
remain within limits of human
tolerance .  it is found that a deficiency of
aerodynamic damping for such
vehicles may have more serious consequences
than it does for comparable
ballistic missiles ."
1.2425795	688	no	"tables of aerodynamic coefficients obtained from developed newtonian
expressions for complete and partial conic and spheric bodies at
combined angles of attack and sideslip with some comparisons with
hypersonic experimental data .
closed-form expressions and tables composed from these expressions are
presented for complete and partial conic and spheric bodies at combined
angles of attack and sideslip in newtonian flow . aerodynamic
coefficients of these bodies are tabulated for various body segments
over a range of angles of attack from 1degree to 85degree and angles of
sideslip from 0degree to 15degree .
some comparisons between newtonian predictions and hypersonic
experimental aerodynamic characteristics were made for conic bodies
having various surface slopes, nose bluntnesses, and body cross sections
 to indicate the range of validity of the theory . in general, the
theory is shown to agree quite well with experimental results for
sharp-nose complete cones and for configurations having large blunted
noses and steep surface slopes . however, agreement between theory and
experiment generally is poor for the more slender, slightly blunted
complete or half conic bodies and also for sharp-nose half conic bodies
where real-flow phenomena such as forebody interference, viscous forces,
 leeward surface contributions, or leading-edge pressure reductions may
have significant effect . the agreement between theory and experiment
for the bodies considered can be improved by using the stagnation
pressure coefficient behind a normal shock rather than 2 as the newtonian
coefficient, although for the sharp-nose half conic bodies there is no
theoretical justification for this modification ."
1.244036	538	no	"the conpressibility transformation and the turbulent
boundary layer equations .
  the compressibility transformation first introduced by
dorod-nitzyn has been applied in this paper to the equations of the
turbulent boundary layer on a flat plate, considering heat transfer
and arbitrary prandtl numbers .  assuming the shear
distribution to be invariant under the transformation, the stream
function and the momentum equation take the proper form for
incompressible flow, allowing the use of incompressible velocity
profiles in the transformed coordinates .  application of crocco's
method to the transformed energy equation permits integration
of the energy equation resulting in a formulism remarkably
similar to that proposed by eckert .  finally, the reference
condition was chosen to correspond to the edge of the sublayer from
considerations of the assumptions made regarding the
shear-stress distribution .  with this choice, the reference enthalpy is in
good agreement with eckert's formula over the ordinary range of
test conditions .  in view of these results, the analysis may be
considered to provide a theoretical basis for the
reference-enthalpy method ."
1.2444494	836	no	"analytical and experimental investigation of stress distributions in
long flat plates subjected to lingitudinal loads and transverse
temperature gradients .
stress and strain distributions were studied in long flat plates in
order to develop practical analytical procedures for the design
analysis of aircraft structures at elevated temperatures .
various load-temperature conditions are presented . these include ..
methods of analysis for calculation of stress distributions under
and plastic range,.
ture .
experimental verification of the analytical procedures is shown with
comparisons between the use of constant room temperature or temperature
dependent values of modulus of elasticity and coefficient of thermal
expansion .
the test specimen, equipment, instrumentation, and experimental program
are discussed in detail . experimental data obtained from the specimen
and associated material control coupon tests are presented ."
1.2449932	1098	no	"an experimental investigation of ablating material
at low and high enthalpy potentials .
  the ablation performance characteristics
of a number of materials
were derived from tests conducted in
a mach number 2.0 ethylene-heated
high-temperature air jet having a
maximum stagnation enthalpy potential
of approximately 1,200 btu lb .  the
tests were conducted with 6-
inch-diameter blunt nose shapes .  the
surface of most of the materials after
testing was generally smooth and the
unablated portions of the specimens
were in appearance the same as before
testing .  in all cases, the back
or inside surface of the specimens
exhibited no evidence of heating .
  an evaluation of the enthalpy
potential effect was obtained by
comparison of the present data with
previous tests conducted, on the
in a subsonic arc-heated air
jet .  the stagnation enthalpy potential
of this facility was
approximately 7,000 btu lb .  for teflon, the
effective heat of ablation increased
from approximately 1,250 btu lb to
enthalpy potential was increased from"
1.246831	1355	no	"boundary layer displacement effects in air at mach
numbers of 6. 8 and 9. 6.
  measurements are presented for pressure
gradients induced by a laminar boundary layer on a
flat plate in air at a mach number of 9.6 and for the
drag of thin wings at a mach number of about 6.8
and zero angle of attack .  the pressure
measurements at a mach number of 9.6 were made in the
presence of substantial heat transfer from the
boundary layer to the plate surface .  the measured
pressure distribution on the surface of the plate was
predicted with good accuracy by a modification to
insulated-plate displacement theory which allows
for the effect of the heat transfer and temperature
gradient along the surface on the boundary-layer
displacement thickness .
  the total drag of thin wings with square and delta
plan forms was measured at a nominal mach number
of 6.8 over a reasonably wide range of reynolds
numbers .  the total drag was found to be greater
than can be explained by adding a classical value of
laminar skin friction to the estimated pressure drag .
the difference is, in general, explained by the
increase in skin friction (20 to 40 percent) caused by
the boundary-layer-induced pressures ."
1.246894	351	no	"thermal distributions in jeffrey-hamel flows between nonparallel plane
walls .
the authors give the exact solution for the thermal distributions for
the steady laminar flow of a viscous incompressible fluid between
non-parallel plane walls held at a constant temperature . the velocity
profiles are determined with the aid of jacobian elliptic functions by
using the jeffery-hamel solution of the hydrodynamic problem . it is
shown that in this special case the energy equation giving the
temperature profiles can be reduced to an ordinary linear differential
equation with variable coefficients . after the introduction of
dimensionless parameters, numerical solutions are given for diverging and
converging channels with total openings of 10degree for the possible
combinations of three reynolds numbers and five prandtl numbers ."
1.2469084	1294	no	"non-linear shallow shell analysis by the matrix force
method .
  the matrix force method of redundant
structure analysis is currently
being extended by various users to cover
a number of non-linear problems .
one of these is the non-linear analysis
of heated cambered wings, such as
might be used in advanced flight vehicles .
in this case the approach used
by the present authors is equally applicable
to shallow shells, the
formulation of the strain-displacement and
equilibrium relations being a
finite element equivalent to that used
by marguerre .  the solution is
obtained by a combined iteration and step
by step procedure utilizing a
tangent flexibility matrix .  divergence
in the calculations indicates
that the range of stable configurations
has been exceeded .  cambered
plates subjected to several loadings are
given as examples,. for one, an
exact solution is available for comparison .
  it is believed that the basic concepts
involved in this shallow
shell analysis can be extended to apply
to other, more general shell
instability problems, and that useful
solutions to the latter are
probably within the capability of present day digital computers ."
1.2486804	509	no	"a graphical approximation for temperatures and sublimation rates at
surfaces subjected to small net and large gross heat transfer rates .
considers a material, acted upon by heat of conduction, which changes
its state by sublimation at the heated surface . the derived method is
most suitable under conditions of severe heating such as space vehicle
re-entry ."
1.2500777	630	no	"stagnation region in rarefied high mach number flow .
  paper describes results of numerical solution of the viscous
shock-layer equations for axisymmetric stagnation region, using
the viscosity-temperature law with w=0.65, pr=0.71 and
y=1.25 .  purpose is to establish applicability of the simple
approximation of w=1 (obtained earlier) to air at low reynolds
numbers and low ratios of wall temperature to stagnation
temperature .  using a reference temperature (closely equal to
eckert's) to interpret the linear results, excellent agreement is found,
in the limit of, over a wide range of reynolds numbers,
covering fully merged shock layers as well as boundary layers
with and without vorticity interaction .  agreement with recent
experiments of ferri et al is as good as to be expected from
shock-layer approximation .  paper provides valuable extension of the
applicability of the reference temperature concept ."
